-2.85	0
-2.55	0
-2.25	0
-1.95	0.02
-1.65	0.0513333
-1.35	0.0693333
-1.05	0.0813333
-0.75	0.0923333
-0.45	0.091
-0.15	0.095
0.15	0.0953333
0.45	0.0923333
0.75	0.089
1.05	0.081
1.35	0.0703333
1.65	0.0526667
1.95	0.019
2.25	0
2.55	0
2.85	0
