-2.85	0
-2.55	0
-2.25	0
-1.95	0.0186667
-1.65	0.0537333
-1.35	0.0686667
-1.05	0.0812
-0.75	0.0890667
-0.45	0.0942667
-0.15	0.0945333
0.15	0.0956
0.45	0.0934667
0.75	0.0885333
1.05	0.0793333
1.35	0.0706667
1.65	0.0541333
1.95	0.0181333
2.25	0
2.55	0
2.85	0
